Scrip Code,Scrip ID,Scrip Name,Status,Group,Face Value,ISIN No,Industry
540945,FSSPL,Focus Suites Solutions & Services Ltd,D,M,10.00,INE180Z01019,Services
544173,FTL,Finelistings Technologies Ltd,Active,MT,10.00,INE0QOQ01013,Consumer Services
539680,GANGAPHARM,Ganga Pharmaceuticals Ltd,Active,M,10.00,INE615T01017,Healthcare
539041,GANVERSE,Ganesha Ecoverse Ltd,Active,M,10.00,INE369Q01017,Services
543709,GARGI,PNGS Gargi Fashion Jewellery Ltd,Active,M,10.00,INE0NT601018,Consumer Durables
544348,GBLOGISTIC,GB Logistics Commerce Ltd,Active,MT,10.00,INE0RWU01016,Services
538319,GCMCAPI,GCM Capital Advisors Ltd,Active,MT,10.00,INE191P01017,Financial Services
535917,GCMCOMM,GCM Commodity & Derivatives Ltd,Active,M,10.00,INE200P01016,Financial Services
544156,GCONNECT,Gconnect Logitech and Supply Chain Ltd,Active,MT,10.00,INE0QHY01011,Services
543324,GCSL,Gretex Corporate Services Ltd,Active,M,10.00,INE199P01028,Financial Services
540613,GEL,Gautam Exim Ltd,Active,MT,10.00,INE721X01015,Services
544199,GEMENVIRO,GEM Enviro Management Ltd,Active,MT,5.00,INE0RUJ01013,Utilities
543372,GETALONG,Getalong Enterprise Ltd,Active,M,1.00,INE0H1201020,Services
539864,GHUSHINE,Ghushine Fintrrade Ocean Ltd,S,M,10.00,INE009U01011,Textiles
542477,GLEAM,Gleam Fabmat Ltd,Active,MT,10.00,INE03CM01014,Services
543520,GLHRL,Global Longlife Hospital and Research Ltd,Active,MT,10.00,INE0J2K01014,Healthcare
543239,GMPL,G M Polyplast Ltd,Active,MT,10.00,INE0E2801015,Capital Goods
542850,GOBLIN,Goblin India Ltd,Active,M,10.00,INE492Z01018,Consumer Durables
543538,GOEL,Goel Food Products Ltd,Active,MT,10.00,INE0K6L01010,Consumer Services
780012,GOKULSOL (ITP),Gokul Solutions Ltd (ITP),S,IP,10.00,INE909Q01010,-
544108,GPSL,Gabriel Pet Straps Ltd,Active,MT,10.00,INE0QZF01012,Capital Goods
540938,GUJHYSPIN,Gujarat Hy-Spin Ltd,Active,M,10.00,INE578V01013,Textiles
544163,GVL,Greenhitech Ventures Ltd,Active,M,10.00,INE0S0701019,"Oil, Gas & Consumable Fuels"
544312,HAMPS,Hamps Bio Ltd,Active,M,10.00,INE0QBD01018,Fast Moving Consumer Goods
538731,HANMAN,Hanman Fit Ltd,Active,MT,10.00,INE982Q01017,Consumer Services
544105,HARSHDEEP,Harshdeep Hortico Ltd,Active,MT,10.00,INE0OLZ01015,Fast Moving Consumer Goods
780014,HASJUICE (ITP),Has Lifestyle Ltd (ITP),Active,IP,10.00,INE888Q01016,-
542592,HBEL,Humming Bird Education Ltd,Active,M,1.00,INE02PC01027,Consumer Services
543546,HEALTHYLIFE,Healthy Life Agritec Ltd,Active,M,10.00,INE0L3501015,Fast Moving Consumer Goods
544349,HMEML,H.M. Electro Mech Ltd,Active,MT,10.00,INE0DZD01015,Construction
535217,HPCBL,HPC Biosciences Ltd,S,MT,1.00,INE507O01025,Fast Moving Consumer Goods
543916,HSIL,Hemant Surgical Industries Ltd,Active,MT,10.00,INE0GYI01028,Healthcare
542935,ICLORGANIC,ICL Organic Dairy Products Ltd,D,MT,10.00,INE0AU701018,Fast Moving Consumer Goods
544426,ICON,Icon Facilitators Ltd,Active,M,10.00,INE0Y0E01012,Services
544388,IDENTIXWEB,Identixweb Ltd,Active,M,10.00,INE0PA401012,Information Technology
540152,IGRL,India Green Reality Ltd,S,MT,10.00,INE373V01019,Realty
543620,INA,Insolation Energy Ltd,Active,M,1.00,INE0LGX01024,Power
544334,INDOBELL,Indobell Insulations Ltd,Active,M,10.00,INE0FK501019,Capital Goods
543769,INDONG,Indong Tea Company Ltd,Active,MT,10.00,INE0KN201016,Fast Moving Consumer Goods
541083,INFLAME,Inflame Appliances Ltd,Active,MT,10.00,INE464Z01017,Consumer Durables
544393,INFONATIVE,Infonative Solutions Ltd,Active,MT,1.00,INE12IB01015,Information Technology
543905,INNOKAIZ,Innokaiz India Ltd,Active,MT,10.00,INE0LDI01022,"Media, Entertainment & Publication"
541983,INNOVATIVE,Innovative Ideals and Services (India) Ltd,Active,M,10.00,INE492Y01011,Services
541353,INNOVATORS,Innovators Facade Systems Ltd,Active,M,10.00,INE870Z01015,Capital Goods
543951,INNOVATUS,Innovatus Entertainment Networks Ltd,S,MT,10.00,INE0LYO01018,Consumer Services
543806,ITCONS,ITCONS E-Solutions Ltd,Active,MT,10.00,INE0O6A01019,Services
780001,JAISUKH DEAL (ITP),Jaisukh Dealers Ltd (ITP),Active,IP,10.00,INE190P01019,-
542924,JANUSCORP,Janus Corporation Ltd,S,MT,10.00,INE04OV01018,Diversified
543544,JAYANT,Jayant Infratech Ltd,Active,MT,10.00,INE0KR801019,Construction
544160,JAYKAILASH,Jay Kailash Namkeen Ltd,Active,MT,10.00,INE0MSS01019,Fast Moving Consumer Goods
540394,JDML,Jash Dealmark Ltd,D,MT,10.00,INE801W01017,Services
543286,JETMALL,Jetmall Spices and Masala Ltd,Active,MT,10.00,INE0D9X01018,Fast Moving Consumer Goods
538794,JETSOLAR,Jet Solar Ltd,Active,M,10.00,INE155R01018,Realty
540850,JFL,Jhandewalas Foods Ltd,Active,MT,10.00,INE841Y01019,Fast Moving Consumer Goods
540651,JIGAR,Jigar Cables Ltd,Active,M,10.00,INE943X01015,Capital Goods
780019,JIGYASA (ITP),Jigyasa Infrastructure Ltd (ITP),S,IP,10.00,INE107Q01011,-
542653,JINAAM,Jinaams Dress Ltd,D,MT,10.00,INE011201014,Textiles
534659,JOINTECAED,Jointeca Education Solutions Ltd,Active,MT,10.00,INE131N01018,Information Technology
542446,JONJUA,Jonjua Overseas Ltd,Active,M,10.00,INE793Z01027,Services
538765,JSHL,JLA Infraville Shoppers Ltd,Active,MT,10.00,INE401Q01018,Consumer Services
544304,JUNGLECAMP,Jungle Camps India Ltd,Active,MT,10.00,INE0WCH01015,Consumer Services
540756,KAARYAFSL,Kaarya Facilities and Services Ltd,Active,MT,10.00,INE282Y01016,Services
543979,KAHAN,Kahan Packaging Ltd,Active,M,10.00,INE04T901017,Capital Goods
543939,KAKA,Kaka Industries Ltd,Active,M,10.00,INE0P3N01018,Capital Goods
544023,KALYANI,Kalyani Cast-Tech Ltd,Active,M,10.00,INE0N6U01018,Capital Goods
537784,KCSL,Karnimata Cold Storage Ltd,Active,MT,10.00,INE576P01019,Services
539788,KDML,Khemani Distributors & Marketing Ltd,Active,MT,5.00,INE030U01025,Consumer Services
544398,KENRIK,Kenrik Industries Ltd,Active,MT,10.00,INE0AOG01018,Consumer Durables
543542,KESAR,Kesar India Ltd,Active,M,10.00,INE0L1C01019,Realty
544270,KGVL,Khyati Global Ventures Ltd,Active,M,10.00,INE0S9501014,Services
543953,KHAZANCHI,Khazanchi Jewellers Ltd,Active,M,10.00,INE0OWC01011,Consumer Durables
544221,KIZI,Kizi Apparels Ltd,Active,M,10.00,INE0RMR01013,Textiles
544013,KKSHL,KK Shah Hospitals Ltd,Active,M,10.00,INE0OH401016,Healthcare
540812,KMSL,Kids Medical Systems Ltd,S,MT,10.00,INE457Y01014,Healthcare
540468,KMSMEDI,KMS Medisurgi Ltd,Active,MT,10.00,INE870V01014,Healthcare
544139,KOURA,Koura Fine Diamond Jewelry Ltd,Active,MT,10.00,INE0M8R01011,Consumer Durables
544150,KPGEL,KP Green Engineering Ltd,Active,MT,5.00,INE0QVH01025,Capital Goods
543830,LABELKRAFT,Labelkraft Technologies Ltd,Active,M,10.00,INE0NLJ01011,Forest Materials
537669,LAXMIPATI,Laxmipati Engineering Works Ltd,Active,MT,10.00,INE920P01019,Capital Goods
541196,LEX,Lex Nimble Solutions Ltd,Active,MT,10.00,INE860Y01019,Services
544341,LGLL,Landmark Global Learning Ltd,Active,M,10.00,INE12QA01010,Consumer Services
544366,LKMEHTA,L.K.Mehta Polymers Ltd,Active,M,10.00,INE0FFF01017,Capital Goods
543746,LOGICA,Logica Infoway Ltd,Active,M,10.00,INE0BSU01018,Consumer Services
543624,MAAGHADV,Maagh Advertising and Marketing Services Ltd,S,M,1.00,INE0KY201021,"Media, Entertainment & Publication"
541973,MACH,Mac Hotels Ltd,Active,M,10.00,INE004Z01011,Consumer Services
543613,MAFIA,Mafia Trends Ltd,Active,M,10.00,INE0KQQ01011,Consumer Services
544188,MAGENTA,Magenta Lifecare Ltd,Active,M,10.00,INE0QZ901011,Consumer Durables
542503,MAHIP,Mahip Industries Ltd,S,M,10.00,INE00CX01017,Capital Goods
543874,MAIDEN,Maiden Forgings Ltd,Active,M,10.00,INE0O1T01010,Capital Goods
544351,MALPANI,Malpani Pipes And Fittings Ltd,Active,M,10.00,INE0YON01014,Capital Goods
540402,MANAS,Manas Properties Ltd,Active,MT,10.00,INE800W01019,Realty
544287,MANGALCOMP,Mangal Compusolution Ltd,Active,M,10.00,INE0RU901015,Services
544400,MANOJJEWEL,Manoj Jewellers Ltd,Active,M,10.00,INE0MV001018,Consumer Durables
534563,MASL,Max Alert Systems Ltd,S,MT,10.00,INE253N01010,Capital Goods
544248,MCEL,Mach Conferences And Events Ltd,Active,M,10.00,INE0UYT01018,Consumer Services
544106,MCFL,Mayank Cattle Food Ltd,Active,M,10.00,INE0R5Z01015,Fast Moving Consumer Goods
780009,MCL (ITP),Madhuban Constructions Ltd (ITP),S,IP,10.00,INE145Q01011,-
544073,MCPL,Manoj Ceramic Ltd,Active,M,10.00,INE0A6N01026,Consumer Durables
540150,MHEL,Mewar Hi-Tech Engineering Ltd,Active,MT,10.00,INE957U01011,Construction
541337,MILEFUR,Milestone Furniture Ltd,Active,MT,10.00,INE424Z01011,Consumer Durables
544015,MISHDESIGN,Mish Designs Ltd,Active,MT,10.00,INE0QI101019,Textiles
542801,MISQUITA,Misquita Engineering Ltd,Active,M,10.00,INE957W01025,Capital Goods
543539,MODIS,Modis Navnirman Ltd,Active,M,10.00,INE0L0L01012,Realty
543262,MRP,MRP Agro Ltd,Active,M,10.00,INE0D7801012,Consumer Services
539229,MRSS,Majestic Research Services and Solutions Ltd,S,MT,10.00,INE196R01012,Diversified
544313,NACDAC,NACDAC Infrastructure Ltd,Active,MT,10.00,INE0LB101011,Construction
544373,NAPSGLOBAL,NAPS Global India Ltd,Active,MT,10.00,INE0VNH01014,Textiles
543579,NATURO,Naturo Indiabull Ltd,Active,MT,10.00,INE0JNB01012,Fast Moving Consumer Goods
539521,NAVIGANT,Navigant Corporate Advisors Ltd,Active,MT,10.00,INE364T01012,Financial Services
543305,NAVODAYENT,Navoday Enterprises Ltd,S,MT,10.00,INE0DB001013,Services
544434,NEETUYOSHI,Neetu Yoshi Ltd,Active,M,5.00,INE0UZO01024,Capital Goods
540698,NEL,Nouritrans Exim Ltd,D,MT,10.00,INE555X01017,Services
536644,NEWEVER,Newever Trade Wings Ltd,D,MT,10.00,INE596O01010,Services
544265,NEXXUS,Nexxus Petro Industries Ltd,Active,M,10.00,INE0QUL01011,Chemicals
544245,NHL,Naturewings Holidays Ltd,Active,MT,10.00,INE0N4701016,Consumer Services
544296,NISUS,Nisus Finance Services Co Ltd,Active,M,10.00,INE0DQN01013,Financial Services
542771,NOVATEOR,Novateor Research Laboratories Ltd,Active,MT,10.00,INE08JY01013,Fast Moving Consumer Goods
544269,NPFL,Neopolitan Pizza And Foods Ltd,Active,M,10.00,INE471R01019,Fast Moving Consumer Goods
544370,NUKLEUS,Nukleus Office Solutions Ltd,Active,M,10.00,INE0VYX01018,Services
543522,NVENTURES,Nanavati Ventures Ltd,Active,M,10.00,INE0E5R01017,Metals & Mining
540416,OCTAWARE,Octaware Technologies Ltd,Active,MT,10.00,INE208U01019,Information Technology
543578,OLATECH,Olatech Solutions Ltd,Active,MT,10.00,INE0M3901015,Information Technology
543400,OMNIPOTENT,Omnipotent Industries Ltd,Active,MT,10.00,INE0JFE01012,"Oil, Gas & Consumable Fuels"
539116,OPCHAINS,O. P. Chains Ltd,Active,MT,10.00,INE118Q01018,Services
543997,ORGANICREC,Organic Recycling Systems Ltd,Active,M,10.00,INE0MIO01019,Utilities
543637,PACE,Pace E-Commerce Ventures Ltd,Active,M,10.00,INE0N1L01018,Consumer Services
544330,PARMESHWAR,Parmeshwar Metal Ltd,Active,M,10.00,INE0QQJ01021,Capital Goods
543798,PATRON,Patron Exim Ltd,Active,M,10.00,INE0NPA01011,Chemicals
